final_success_rate,learning_curve_auc,rolling_auc,avg_training_return,avg_training_length,avg_repeated_state_rate,avg_unique_states,training_time,evaluation_return_mean,evaluation_episode_length_mean,evaluation_success_length_mean,evaluation_failed_length_mean,evaluation_repeated_state_rate_mean,evaluation_inference_time_mean,checkpoint_500,checkpoint_1000,checkpoint_2000,checkpoint_5000,checkpoint_10000,algorithm,environment,seed
0.0,0.0,0.0,0.0,3.9714,0.2196231315916797,3.5339,0.18205942306667566,0.0,2.0,0.0,2.0,0.0,6.236939458176494e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,18
0.0,0.0,0.0,0.0,3.9722,0.21851727823098804,3.5411,0.18219414621125907,0.0,2.0,0.0,2.0,0.0,6.300593609921634e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,19
0.0,0.0,0.0,0.0,3.9946,0.21647512094571902,3.5443,0.18215727055212483,0.0,2.0,0.0,2.0,0.0,6.413921597413719e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,20
0.0,0.0,0.0,0.0,3.9637,0.21758270450696637,3.5479,0.18011830205796286,0.0,2.0,0.0,2.0,0.0,6.299982662312686e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,21
0.0,0.0,0.0,0.0,3.9781,0.21418007793390414,3.5493,0.18109447142342106,0.0,2.0,0.0,2.0,0.0,6.298936670646071e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,22
0.0,0.0,0.0,0.0,3.9086,0.2123711790994691,3.5371,0.17869255476398394,0.0,2.0,0.0,2.0,0.0,6.454009213484824e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,23
0.0,1.0,1.0,0.0001,3.9713,0.21850991725299504,3.5409,0.18302828393643722,0.0,2.0,0.0,2.0,0.0,6.286223651841283e-06,0.0,0.0,0.0005,0.0002,0.0001,stm,custom_loop,24
0.0,0.0,0.0,0.0,3.9295,0.21598345442604194,3.5224,0.1802598446374759,0.0,2.0,0.0,2.0,0.0,6.423228187486529e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,25
0.0,0.0,0.0,0.0,3.9256,0.21320306736379557,3.5406,0.17828071443364024,0.0,2.0,0.0,2.0,0.0,6.648133858107031e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,26
0.0,0.0,0.0,0.0,3.9613,0.21756529841990233,3.537,0.17965955281397328,0.0,2.0,0.0,2.0,0.0,6.365649402141571e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,27
0.0,0.0,0.0,0.0,3.9242,0.21552678413656423,3.5274,0.180258083390072,0.0,2.0,0.0,2.0,0.0,6.340171326883137e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,28
0.0,0.0,0.0,0.0,3.9739,0.21623515035117025,3.5487,0.18083125515840948,0.0,2.0,0.0,2.0,0.0,6.242603296414017e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,29
1.0,3929.5,3837.496249529105,0.393,7.816,0.29154831872572873,5.6859,0.39251163153676316,1.0,6.0,6.0,0.0,0.0,2.5069588096812368e-05,0.02,0.027,0.0415,0.125,0.393,ltm,frozenlake_4x4,0
1.0,3896.5,3803.307582075201,0.3897,7.8499,0.29329619961614756,5.6945,0.3941217125975527,1.0,6.0,6.0,0.0,0.0,2.536008646711707e-05,0.024,0.024,0.0455,0.1398,0.3897,ltm,frozenlake_4x4,1
1.0,3792.5,3705.682030231631,0.3793,8.0273,0.29984192508542945,5.6578,0.43527333048405126,1.0,6.0,6.0,0.0,0.0,2.5361934443935753e-05,0.024,0.031,0.046,0.1274,0.3793,ltm,frozenlake_4x4,2
1.0,3843.5,3749.0855108682126,0.3844,7.7994,0.29202184542362564,5.6757,0.39524472068296745,1.0,6.0,6.0,0.0,0.0,2.507330966182053e-05,0.018,0.026,0.04,0.1216,0.3844,ltm,frozenlake_4x4,3
1.0,3927.5,3834.1438771505336,0.3928,7.7983,0.28516251652810215,5.7318,0.398893648001831,1.0,6.0,6.0,0.0,0.0,2.5943246553651988e-05,0.012,0.028,0.042,0.1366,0.3928,ltm,frozenlake_4x4,4
1.0,3833.5,3746.185716276368,0.3834,7.6867,0.28820584216632983,5.6546,0.39102121931500733,1.0,6.0,6.0,0.0,0.0,2.486106881406158e-05,0.026,0.026,0.0385,0.125,0.3834,ltm,frozenlake_4x4,5
1.0,3819.5,3727.5893316604815,0.382,7.8382,0.29180918585063853,5.6677,0.3928147697006352,1.0,6.0,6.0,0.0,0.0,2.5029172422364354e-05,0.014,0.022,0.039,0.1274,0.382,ltm,frozenlake_4x4,6
1.0,3906.5,3813.9509655899624,0.3907,7.7563,0.2833606058132799,5.699,0.38823535467963666,1.0,6.0,6.0,0.0,0.0,2.4781586951576174e-05,0.016,0.029,0.0465,0.1362,0.3907,ltm,frozenlake_4x4,7
1.0,3907.5,3818.395017519817,0.3908,7.7659,0.28635833569918484,5.712,0.42231617571087554,1.0,6.0,6.0,0.0,0.0,2.5486405356787144e-05,0.012,0.029,0.0465,0.145,0.3908,ltm,frozenlake_4x4,8
1.0,3822.5,3728.9524261229844,0.3823,7.9099,0.2943033074782189,5.6792,0.3978467510896735,1.0,6.0,6.0,0.0,0.0,2.510763192549348e-05,0.014,0.029,0.0475,0.125,0.3823,ltm,frozenlake_4x4,9
1.0,3857.5,3764.465422869925,0.3858,7.7304,0.28862883420661584,5.6689,0.38661387958563864,1.0,6.0,6.0,0.0,0.0,2.4482817854732275e-05,0.024,0.024,0.0375,0.1228,0.3858,ltm,frozenlake_4x4,10
1.0,3854.5,3765.586827510596,0.3855,7.8709,0.2908703489362465,5.6889,0.3972378743928857,1.0,6.0,6.0,0.0,0.0,2.479755016975105e-05,0.032,0.021,0.0455,0.1242,0.3855,ltm,frozenlake_4x4,11
1.0,3866.0,3772.496101762422,0.3866,7.9254,0.2925761926105773,5.7062,0.4022264844388701,1.0,6.0,6.0,0.0,0.0,2.541675977408886e-05,0.02,0.029,0.0355,0.1256,0.3866,ltm,frozenlake_4x4,12
1.0,3911.5,3821.172207228905,0.3912,7.7354,0.2854866597514496,5.6971,0.3928928194218315,1.0,6.0,6.0,0.0,0.0,2.4733585654757917e-05,0.02,0.021,0.0395,0.1304,0.3912,ltm,frozenlake_4x4,13
1.0,3774.5,3686.509516842471,0.3775,7.9032,0.29544336481057465,5.6547,0.3959385815542191,1.0,6.0,6.0,0.0,0.0,2.5319569860585033e-05,0.01,0.023,0.037,0.1332,0.3775,ltm,frozenlake_4x4,14
1.0,3815.5,3726.907318479232,0.3816,7.8092,0.28422752637290216,5.7391,0.39474260399583727,1.0,8.0,8.0,0.0,0.0,3.3187084714882074e-05,0.022,0.029,0.0415,0.1294,0.3816,ltm,frozenlake_4x4,15
1.0,3811.5,3719.4657857526854,0.3812,7.8189,0.29255051558193845,5.6726,0.39110759168397635,1.0,6.0,6.0,0.0,0.0,2.4497179314494134e-05,0.02,0.03,0.042,0.1282,0.3812,ltm,frozenlake_4x4,16
1.0,3892.5,3798.9586236364826,0.3893,7.8116,0.2879033980140394,5.6817,0.3959141123923473,1.0,6.0,6.0,0.0,0.0,2.5194866233505308e-05,0.02,0.025,0.0415,0.122,0.3893,ltm,frozenlake_4x4,17
1.0,3890.5,3801.4179547436456,0.3891,7.9424,0.29325230758747345,5.7129,0.3996150434250012,1.0,6.0,6.0,0.0,0.0,2.5342159438878298e-05,0.014,0.019,0.038,0.1298,0.3891,ltm,frozenlake_4x4,18
1.0,3909.5,3818.317913689517,0.391,7.853,0.29283727170000556,5.6891,0.3932151654153131,1.0,6.0,6.0,0.0,0.0,2.4924744036979974e-05,0.02,0.025,0.0445,0.1336,0.391,ltm,frozenlake_4x4,19
1.0,3865.5,3774.60902056037,0.3866,7.6691,0.2856573365060628,5.6481,0.38558723853202537,1.0,6.0,6.0,0.0,0.0,2.535157464444637e-05,0.02,0.026,0.0405,0.1268,0.3866,ltm,frozenlake_4x4,20
1.0,3869.5,3781.458196546233,0.387,7.817,0.28815363511396397,5.7155,0.3939193609985523,1.0,6.0,6.0,0.0,0.0,2.50158051494509e-05,0.022,0.02,0.037,0.127,0.387,ltm,frozenlake_4x4,21
1.0,3908.5,3816.379232722382,0.3909,7.7874,0.2863479597744315,5.6975,0.3927212462294847,1.0,6.0,6.0,0.0,0.0,2.5103490450419484e-05,0.018,0.019,0.041,0.1326,0.3909,ltm,frozenlake_4x4,22
1.0,3774.5,3679.7725,0.3775,7.7135,0.2864121041788187,5.6613,0.39157680625794455,1.0,6.0,6.0,0.0,0.0,2.495141024701297e-05,0.018,0.027,0.0455,0.1316,0.3775,ltm,frozenlake_4x4,23
1.0,3848.5,3761.66975188257,0.3849,7.6676,0.28436382034987184,5.6823,0.3833357215626165,1.0,6.0,6.0,0.0,0.0,2.518006239552051e-05,0.024,0.023,0.039,0.1272,0.3849,ltm,frozenlake_4x4,24
1.0,3904.5,3812.4525000000003,0.3905,7.7213,0.28203284238822557,5.6927,0.4164562122314237,1.0,6.0,6.0,0.0,0.0,2.4888467509299516e-05,0.012,0.018,0.0445,0.1382,0.3905,ltm,frozenlake_4x4,25
1.0,3882.5,3790.6441090539843,0.3883,7.8132,0.2925062887957534,5.6656,0.3949634326272644,1.0,6.0,6.0,0.0,0.0,2.5159429758787155e-05,0.012,0.017,0.037,0.1368,0.3883,ltm,frozenlake_4x4,26
1.0,3791.5,3698.50737158571,0.3792,7.8099,0.287926912432543,5.6931,0.38841104647144675,1.0,6.0,6.0,0.0,0.0,2.4553739931434392e-05,0.018,0.025,0.0455,0.1288,0.3792,ltm,frozenlake_4x4,27
1.0,3899.5,3805.915112530702,0.39,7.8965,0.28983522492100544,5.7051,0.3979782971437089,1.0,6.0,6.0,0.0,0.0,2.4904571357183158e-05,0.024,0.031,0.0455,0.1336,0.39,ltm,frozenlake_4x4,28
1.0,3828.5,3738.325983307359,0.3829,7.7552,0.29271977110167224,5.6411,0.3938084293040447,1.0,6.0,6.0,0.0,0.0,2.5486342958174646e-05,0.014,0.02,0.0355,0.1274,0.3829,ltm,frozenlake_4x4,29
1.0,2947.0,2859.125,0.2947,25.5964,0.3491771283896483,14.1084,1.270565282786265,1.0,14.0,14.0,0.0,0.0,5.7798783294856546e-05,0.002,0.002,0.0255,0.103,0.2947,ltm,frozenlake_8x8,0
1.0,3419.5,3327.5724999999998,0.342,26.8121,0.35991401072794943,14.5675,1.3336035044048913,1.0,14.0,14.0,0.0,0.0,5.658416566438973e-05,0.004,0.003,0.0175,0.0892,0.342,ltm,frozenlake_8x8,1
1.0,3565.5,3472.2000000000003,0.3566,27.518,0.36277855037880125,14.7739,1.3620395412435755,1.0,18.0,18.0,0.0,0.0,7.378331990912557e-05,0.002,0.004,0.0205,0.0914,0.3566,ltm,frozenlake_8x8,2
1.0,3097.0,3013.4180309481217,0.3098,26.4268,0.354644297634673,14.3296,1.3051683966768906,1.0,14.0,14.0,0.0,0.0,5.773850611876696e-05,0.004,0.009,0.0165,0.088,0.3098,ltm,frozenlake_8x8,3
0.0,0.0,0.0,0.0,72.9457,0.7540181707723669,9.868,3.7354286318295635,0.0,100.0,0.0,100.0,1.0,0.0003998424708843231,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,4
0.0,0.0,0.0,0.0,72.7892,0.752667946911264,9.8919,3.7538738681469113,0.0,100.0,0.0,100.0,1.0,0.0004011158054927364,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,5
1.0,2060.5,1973.2625000000003,0.2061,30.3742,0.39873535236858004,12.6972,1.4852322376682423,1.0,14.0,14.0,0.0,0.0,5.7289278018288316e-05,0.0,0.0,0.0,0.0168,0.2061,ltm,frozenlake_8x8,6
0.0,0.0,0.0,0.0,72.4483,0.7527083878334503,9.8933,3.7175572032574564,0.0,100.0,0.0,100.0,1.0,0.0004058012100867927,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,7
1.0,3009.5,2920.1600000000003,0.301,24.3622,0.33918285778905993,13.7653,1.2010575801832601,1.0,14.0,14.0,0.0,0.0,5.8067515841685236e-05,0.002,0.001,0.011,0.0814,0.301,ltm,frozenlake_8x8,8
0.0,0.0,0.0,0.0,72.8222,0.7533838137708151,9.876,3.7373867990099825,0.0,100.0,0.0,100.0,1.0,0.0003990222670836374,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,9
0.0,0.0,0.0,0.0,72.4877,0.7520558513012094,9.9043,3.7575336197623983,0.0,100.0,0.0,100.0,1.0,0.0004042921819491312,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,10
1.0,3376.5,3284.9992327223817,0.3377,26.3769,0.35973923229932786,14.454,1.3137948153889738,1.0,14.0,14.0,0.0,0.0,5.662025103811175e-05,0.004,0.002,0.013,0.0906,0.3377,ltm,frozenlake_8x8,11
0.0,0.0,0.0,0.0,72.5308,0.7530368707044872,9.8846,3.736359890550375,0.0,100.0,0.0,100.0,1.0,0.0004007250110153109,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,12
0.0,0.0,0.0,0.0,72.8836,0.752862899913815,9.9361,3.758016223611776,0.0,100.0,0.0,100.0,1.0,0.00039441927766893057,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,13
1.0,3336.5,3247.93,0.3337,27.9468,0.3736694472800248,14.5664,1.3791980340029113,1.0,14.0,14.0,0.0,0.0,5.768317030742764e-05,0.0,0.0,0.008,0.084,0.3337,ltm,frozenlake_8x8,14
0.0,0.0,0.0,0.0,72.5624,0.7534961468734985,9.9123,3.693989753781352,0.0,100.0,0.0,100.0,1.0,0.0003966843351954594,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,15
0.0,0.0,0.0,0.0,72.485,0.7528252770394904,9.8997,3.7368698953068815,0.0,100.0,0.0,100.0,1.0,0.0004013204927323386,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,16
0.0,0.0,0.0,0.0,72.7987,0.7547388075655997,9.9367,3.7609684666385874,0.0,100.0,0.0,100.0,1.0,0.0003960333050927147,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,17
0.0,0.0,0.0,0.0,72.561,0.7538812697216136,9.9009,3.7145033458364196,0.0,100.0,0.0,100.0,1.0,0.0004005335968686268,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,18
0.0,0.0,0.0,0.0,72.4199,0.7537541439011087,9.8596,3.6959692169330083,0.0,100.0,0.0,100.0,1.0,0.0004015120032709092,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,19
0.0,0.0,0.0,0.0,72.6013,0.7533417645587132,9.8755,3.7434625633177347,0.0,100.0,0.0,100.0,1.0,0.0003971378551796079,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,20
0.0,0.0,0.0,0.0,72.4729,0.7531847684393358,9.8739,3.7277285404270515,0.0,100.0,0.0,100.0,1.0,0.0004043956780806184,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,21
1.0,3117.5,3022.7374999999997,0.3118,29.601,0.39100579556603504,14.373,1.478345985407941,1.0,14.0,14.0,0.0,0.0,5.745544598903507e-05,0.0,0.0,0.0085,0.092,0.3118,ltm,frozenlake_8x8,22
1.0,3454.5,3362.37,0.3455,27.8897,0.3706550583763052,14.6592,1.4129267872776836,1.0,14.0,14.0,0.0,0.0,5.645051237661391e-05,0.0,0.004,0.0155,0.0884,0.3455,ltm,frozenlake_8x8,23
0.0,0.0,0.0,0.0,72.3767,0.7503718894064721,9.9428,3.701721126330085,0.0,100.0,0.0,100.0,1.0,0.00039889240893535317,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,24
0.0,0.0,0.0,0.0,72.201,0.7515615778325554,9.8822,3.740763878216967,0.0,100.0,0.0,100.0,1.0,0.00040831771946977824,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,25
1.0,3325.5,3233.422508650902,0.3326,27.0444,0.3635256316939299,14.5703,1.4081672869506292,1.0,16.0,16.0,0.0,0.0,6.466177036054433e-05,0.002,0.004,0.017,0.0924,0.3326,ltm,frozenlake_8x8,26
1.0,3460.5,3366.325,0.3461,27.3035,0.3611585723437455,14.642,1.3707568160025403,1.0,14.0,14.0,0.0,0.0,5.708573886658996e-05,0.006,0.008,0.0175,0.0952,0.3461,ltm,frozenlake_8x8,27
1.0,3273.5,3177.1015626941535,0.3274,26.8541,0.3622721813302147,14.4898,1.337673636036925,1.0,14.0,14.0,0.0,0.0,5.7158671552315354e-05,0.002,0.004,0.022,0.0914,0.3274,ltm,frozenlake_8x8,28
0.0,0.0,0.0,0.0,72.794,0.7544422120187163,9.8879,3.740448776166886,0.0,100.0,0.0,100.0,1.0,0.000399954330176115,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8,29
0.444,622.5,595.9325000000001,0.0623,48.0245,0.5475236759360212,15.4329,2.544086379581131,0.444,78.31,66.37387387387388,87.84172661870504,0.6183919794121443,0.0003220880611333996,0.0,0.001,0.001,0.005,0.0623,ltm,frozenlake_8x8_stochastic,0
0.0,0.0,0.0,0.0,50.7266,0.631033060435374,11.526,2.6518197798286565,0.0,100.0,0.0,100.0,0.8439,0.0004100078232586384,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8_stochastic,1
0.0,0.0,0.0,0.0,50.6453,0.6280435196516814,11.5845,2.6521801889757626,0.0,100.0,0.0,100.0,0.84378,0.00042013834661338477,0.0,0.0,0.0,0.0,0.0,ltm,frozenlake_8x8_stochastic,2
0.04,617.0,604.2625,0.0617,48.5313,0.5522754479735086,15.4237,2.594605676655192,0.04,87.7,74.5,88.25,0.7415079481617267,0.00037038607941940427,0.002,0.004,0.002,0.0092,0.0617,ltm,frozenlake_8x8_stochastic,3
0.39,586.0,565.6525,0.0586,48.1091,0.550577797471166,15.3426,2.6344506299938075,0.39,76.418,65.62051282051281,83.32131147540984,0.6395115074260157,0.0003200709022348747,0.0,0.001,0.004,0.0076,0.0586,ltm,frozenlake_8x8_stochastic,4
0.13,585.0,563.4431372284538,0.0585,48.7907,0.555051246908976,15.2318,2.63018203509273,0.13,91.406,70.26153846153846,94.56551724137931,0.685399528571354,0.00038533518137410285,0.004,0.004,0.003,0.0076,0.0585,ltm,frozenlake_8x8_stochastic,5
0.47,601.5,557.6159485188142,0.0602,49.196,0.555887101049329,15.4395,2.636668540420942,0.47,73.01,65.76170212765958,79.43773584905661,0.5954406610009363,0.00030979343596845865,0.004,0.002,0.0015,0.008,0.0602,ltm,frozenlake_8x8_stochastic,6
0.256,589.0,567.5725,0.0589,48.634,0.5500302034002857,15.4967,2.628273865673691,0.256,79.618,67.46875,83.79838709677419,0.5964386786021943,0.0003756579163018614,0.0,0.003,0.0025,0.0064,0.0589,ltm,frozenlake_8x8_stochastic,7
0.238,562.0,541.24,0.0562,48.3958,0.5505570115519312,15.2659,2.858134653419256,0.238,80.59,66.6470588235294,84.94488188976378,0.6063446697772914,0.000344958056579344,0.002,0.003,0.004,0.0056,0.0562,ltm,frozenlake_8x8_stochastic,8
0.168,593.0,583.2459784254806,0.0593,48.4064,0.553420764197543,15.2191,2.607206759392284,0.168,90.256,68.41666666666667,94.66586538461539,0.6763539505390012,0.00039805199124384673,0.004,0.002,0.002,0.0048,0.0593,ltm,frozenlake_8x8_stochastic,9
0.412,560.0,524.245,0.056,48.6435,0.5568805804751482,15.2063,2.7024194716941565,0.412,79.69,65.87378640776699,89.37074829931973,0.6038068749322376,0.0003398467223159969,0.004,0.004,0.0025,0.0064,0.056,ltm,frozenlake_8x8_stochastic,10
0.372,559.0,533.0600000000001,0.0559,46.6472,0.543852568576851,15.2369,2.559110155387316,0.372,81.188,67.5752688172043,89.2515923566879,0.6245036033735676,0.0003552092438330874,0.0,0.001,0.003,0.006,0.0559,ltm,frozenlake_8x8_stochastic,11
0.376,625.0,599.1967337730573,0.0625,48.1432,0.5504642149390595,15.4307,2.6396630849922076,0.376,66.736,63.505319148936174,68.6826923076923,0.5995774546292486,0.0002760806622682139,0.004,0.003,0.004,0.005,0.0625,ltm,frozenlake_8x8_stochastic,12
0.464,530.0,505.9775000000001,0.053,47.6609,0.5504961133462577,15.1391,2.484946611628402,0.464,68.02,63.116379310344826,72.26492537313433,0.5779108037001888,0.00027830243355128913,0.0,0.0,0.0,0.002,0.053,ltm,frozenlake_8x8_stochastic,13
0.244,596.0,569.8804228699252,0.0596,48.509,0.5511955772311964,15.3377,2.578131930262316,0.244,84.932,69.22131147540983,90.0026455026455,0.6208101870514705,0.0003495473306393251,0.004,0.002,0.0015,0.0062,0.0596,ltm,frozenlake_8x8_stochastic,14
0.162,515.0,503.26750000000004,0.0515,47.9411,0.5547177102915257,15.1388,2.5386598494369537,0.162,90.818,69.55555555555556,94.92840095465394,0.6732318970182959,0.00037111924239434304,0.0,0.001,0.0015,0.0036,0.0515,ltm,frozenlake_8x8_stochastic,15
0.356,533.0,515.1375,0.0533,46.9773,0.5474348251210953,15.0215,2.4521160152507946,0.356,80.884,66.38764044943821,88.8975155279503,0.6564796206350266,0.0003393965144641697,0.002,0.002,0.0025,0.0014,0.0533,ltm,frozenlake_8x8_stochastic,16
0.232,535.0,511.47499999999997,0.0535,47.884,0.5571591633306547,15.0358,2.506957058387343,0.232,87.388,67.51724137931035,93.390625,0.6439651121346741,0.00035772843705490233,0.0,0.0,0.0005,0.0024,0.0535,ltm,frozenlake_8x8_stochastic,17
0.47,543.0,514.1324999999999,0.0543,48.1098,0.554842956136362,15.098,2.5361058200360276,0.47,80.55,65.88510638297872,93.55471698113207,0.6519597449835762,0.0004206954796100035,0.0,0.003,0.003,0.003,0.0543,ltm,frozenlake_8x8_stochastic,18
0.43,610.0,577.5198924847984,0.061,48.9736,0.5538448616203241,15.4092,2.5524702788097784,0.43,83.632,67.25116279069768,95.98947368421052,0.6864818987311385,0.00034506801841780544,0.004,0.003,0.003,0.0076,0.061,ltm,frozenlake_8x8_stochastic,19
0.374,593.0,568.255,0.0593,46.6227,0.5452710463616192,14.9727,2.429872862296179,0.374,75.93,64.44385026737967,82.7923322683706,0.6417032409366064,0.0003140996084548533,0.002,0.001,0.0015,0.0024,0.0593,ltm,frozenlake_8x8_stochastic,20
0.45,583.5,561.320209897024,0.0584,47.9793,0.5502236964212393,15.2841,2.525649180985056,0.45,76.684,67.91555555555556,83.85818181818182,0.6307036046326165,0.0003153739315457642,0.002,0.003,0.002,0.0058,0.0584,ltm,frozenlake_8x8_stochastic,21
0.45,582.0,546.0374999999999,0.0582,46.1966,0.5481518814044145,14.7971,2.5435694191837683,0.45,79.126,65.42666666666666,90.33454545454545,0.6175694082276518,0.00033011223189532757,0.0,0.0,0.0,0.0022,0.0582,ltm,frozenlake_8x8_stochastic,22
0.308,619.0,586.0821362996699,0.0619,48.0772,0.5553595480585496,15.1571,2.5986408750759438,0.308,80.226,66.8051948051948,86.19942196531792,0.5883336271438024,0.000328299725195393,0.004,0.003,0.002,0.0038,0.0619,ltm,frozenlake_8x8_stochastic,23
0.482,555.0,522.1117670925468,0.0555,47.725,0.5496403175653666,15.0494,2.5360599905834533,0.482,73.174,63.76348547717842,81.93050193050193,0.6327269030364432,0.0003009460069006309,0.006,0.003,0.003,0.0064,0.0555,ltm,frozenlake_8x8_stochastic,24
0.112,520.0,500.8416678284437,0.052,48.553,0.5508494800285532,15.3343,2.8033872816013172,0.112,87.836,74.73214285714286,89.48873873873873,0.6441807055771092,0.0003690515422495082,0.002,0.001,0.0025,0.007,0.052,ltm,frozenlake_8x8_stochastic,25
0.314,602.0,579.5,0.0602,47.8975,0.5489101862299257,15.3983,2.528503552020993,0.314,84.124,66.89808917197452,92.00874635568513,0.6234192787509331,0.00034848637180402876,0.002,0.002,0.002,0.0042,0.0602,ltm,frozenlake_8x8_stochastic,26
0.236,568.5,551.327197614788,0.0569,48.6508,0.5531927965542709,15.3573,2.5440116898389533,0.236,87.442,68.01694915254237,93.44240837696336,0.6223449363088444,0.0003847391033777967,0.008,0.005,0.005,0.0076,0.0569,ltm,frozenlake_8x8_stochastic,27
0.29,571.0,552.4853587694398,0.0571,47.2627,0.5473223197217638,15.1211,2.4630996137857437,0.29,86.684,70.42758620689655,93.32394366197182,0.649576444449307,0.0003563039912842214,0.004,0.002,0.0015,0.0054,0.0571,ltm,frozenlake_8x8_stochastic,28
0.428,608.5,570.48,0.0609,49.2792,0.5547463990300024,15.3357,2.567108719027601,0.428,76.814,64.29906542056075,86.17832167832168,0.6332370459312697,0.00031616993038915096,0.002,0.001,0.002,0.006,0.0609,ltm,frozenlake_8x8_stochastic,29
0.0,0.0,0.0,0.0,27.7961,0.6958689191447879,4.4996,1.475219547864981,0.0,100.0,0.0,100.0,1.0,0.0004005958136403933,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,0
0.0,0.0,0.0,0.0,27.523,0.6969394890811372,4.4829,1.4954665005207062,0.0,100.0,0.0,100.0,1.0,0.00039773026981856674,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,1
0.0,0.0,0.0,0.0,27.4392,0.6929646376270672,4.5118,1.4528509292867966,0.0,100.0,0.0,100.0,1.0,0.00039801307569723576,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,2
0.0,0.0,0.0,0.0,27.5576,0.6927778119755745,4.5281,1.4565594021696597,0.0,100.0,0.0,100.0,1.0,0.00039961026154924185,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,3
0.0,0.0,0.0,0.0,27.6828,0.6940786259096373,4.5095,1.4639909430989064,0.0,100.0,0.0,100.0,1.0,0.00039862264215480536,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,4
0.0,0.0,0.0,0.0,27.6462,0.6923379493199093,4.4959,1.4751324425451458,0.0,100.0,0.0,100.0,1.0,0.0004013360758544877,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,5
0.0,0.0,0.0,0.0,27.6725,0.6956076325792162,4.5097,1.4939333191141486,0.0,100.0,0.0,100.0,1.0,0.00040074377437122167,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,6
1.0,1602.5,1518.965,0.1603,12.142,0.3725372734830793,7.5869,0.6167288199067116,1.0,14.0,14.0,0.0,0.0,5.844226502813399e-05,0.0,0.0,0.0005,0.0028,0.1603,ltm,custom_loop,7
0.0,0.0,0.0,0.0,27.1466,0.6911575893575788,4.5009,1.437818201200571,0.0,100.0,0.0,100.0,1.0,0.0004000454870983958,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,8
0.0,0.0,0.0,0.0,27.801,0.6946806323606646,4.5025,1.46766638814006,0.0,100.0,0.0,100.0,1.0,0.00039624534721951934,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,9
0.0,0.0,0.0,0.0,27.8961,0.6950800353335338,4.5162,1.4838366031181067,0.0,100.0,0.0,100.0,1.0,0.0004018198326230049,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,10
0.0,0.0,0.0,0.0,27.3465,0.6943310603811614,4.5085,1.4836532502085902,0.0,100.0,0.0,100.0,1.0,0.0004009111782070249,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,11
0.0,0.0,0.0,0.0,28.1743,0.6953105857777656,4.5166,1.4842002446530387,0.0,100.0,0.0,100.0,1.0,0.00040085143619216976,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,12
0.0,0.0,0.0,0.0,27.6372,0.6946287858062653,4.4994,1.474621799075976,0.0,100.0,0.0,100.0,1.0,0.0004018459845101461,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,13
0.0,0.0,0.0,0.0,27.3917,0.6920642464198226,4.5267,1.4955672089126892,0.0,100.0,0.0,100.0,1.0,0.0003997113324003294,0.0,0.0,0.0,0.0,0.0,ltm,custom_loop,14
