final_success_rate,learning_curve_auc,rolling_auc,avg_training_return,avg_training_length,avg_repeated_state_rate,avg_unique_states,training_time,evaluation_return_mean,evaluation_episode_length_mean,evaluation_success_length_mean,evaluation_failed_length_mean,evaluation_repeated_state_rate_mean,evaluation_inference_time_mean,checkpoint_500,checkpoint_1000,checkpoint_2000,checkpoint_5000,checkpoint_10000,algorithm,environment,seed
0.0,0.0,0.0,0.0,27.3091,0.6939241117462978,4.5176,1.1970951711991802,0.0,100.0,0.0,100.0,1.0,0.0002862567665288225,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,21
0.0,0.0,0.0,0.0,27.623,0.6945345608325902,4.5186,1.2190982502652332,0.0,100.0,0.0,100.0,1.0,0.0002908389235381037,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,22
0.0,0.0,0.0,0.0,27.5151,0.6936660678774168,4.5062,1.3574363657971844,0.0,100.0,0.0,100.0,1.0,0.00030678766022901983,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,23
0.0,0.0,0.0,0.0,27.1346,0.6900294053832551,4.5228,1.2431929277372546,0.0,100.0,0.0,100.0,1.0,0.00028984791052062063,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,24
0.0,0.0,0.0,0.0,27.5227,0.6937957705865763,4.4767,1.265983576187864,0.0,100.0,0.0,100.0,1.0,0.0003370299191446975,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,25
0.0,0.0,0.0,0.0,27.5362,0.6943493353223237,4.5005,1.2691649874323048,0.0,100.0,0.0,100.0,1.0,0.00028775324835442006,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,26
0.0,0.0,0.0,0.0,27.8463,0.696112314406617,4.5331,1.2586167825502343,0.0,100.0,0.0,100.0,1.0,0.0002888331769499928,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,27
0.0,0.0,0.0,0.0,27.4852,0.69321529845401,4.4789,1.213177087251097,0.0,100.0,0.0,100.0,1.0,0.00029241973476018757,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,28
0.0,0.0,0.0,0.0,27.6714,0.6947719092039538,4.4842,1.217334633693099,0.0,100.0,0.0,100.0,1.0,0.00028713382640853526,0.0,0.0,0.0,0.0,0.0,qlearning,custom_loop,29
1.0,4066.5,3976.2812495291046,0.4067,7.084,0.25427453437278025,5.7061,0.3583386496757157,1.0,6.0,6.0,0.0,0.0,1.807743147946894e-05,0.01,0.022,0.0435,0.1418,0.4067,stm,frozenlake_4x4,0
1.0,4087.5,3994.8385860679036,0.4088,7.1654,0.25422424773872077,5.7515,0.3327566646039486,1.0,6.0,6.0,0.0,0.0,1.7962737241759898e-05,0.018,0.017,0.036,0.142,0.4088,stm,frozenlake_4x4,1
1.0,4108.5,4019.0468666410034,0.4109,7.0939,0.25207309442434683,5.6971,0.3299145658384077,1.0,6.0,6.0,0.0,0.0,1.831766893155873e-05,0.02,0.025,0.045,0.1464,0.4109,stm,frozenlake_4x4,2
1.0,4130.5,4035.3672932076543,0.4131,7.1045,0.25187682691720237,5.7337,0.33030187571421266,1.0,6.0,6.0,0.0,0.0,1.8340653623454274e-05,0.014,0.026,0.0415,0.1484,0.4131,stm,frozenlake_4x4,3
1.0,4055.5,3960.7788771505348,0.4056,7.0858,0.25008905924745106,5.7284,0.3647060508374125,1.0,6.0,6.0,0.0,0.0,1.915999432094395e-05,0.006,0.027,0.0415,0.1468,0.4056,stm,frozenlake_4x4,4
1.0,4000.5,3908.538129942668,0.4001,7.0996,0.2543988223191645,5.6855,0.32855620089685544,1.0,6.0,6.0,0.0,0.0,1.8182232859544455e-05,0.026,0.025,0.042,0.1404,0.4001,stm,frozenlake_4x4,5
1.0,4084.5,3997.4243316604816,0.4085,7.1586,0.2543859341728122,5.7393,0.32901860564015806,1.0,6.0,6.0,0.0,0.0,1.811408216599375e-05,0.014,0.016,0.036,0.1458,0.4085,stm,frozenlake_4x4,6
1.0,4106.5,4014.2764578664205,0.4107,7.1106,0.25057499565352165,5.7386,0.3270600733230822,1.0,6.0,6.0,0.0,0.0,1.8294751760549842e-05,0.018,0.029,0.0485,0.156,0.4107,stm,frozenlake_4x4,7
1.0,4158.5,4065.8980328977136,0.4159,7.057,0.2527667008573687,5.6981,0.32461922540096566,1.0,6.0,6.0,0.0,0.0,1.8292866996489464e-05,0.016,0.03,0.0495,0.1608,0.4159,stm,frozenlake_4x4,8
1.0,4076.5,3985.9135675766,0.4077,7.0862,0.25188417606188507,5.6951,0.32717087655328214,1.0,6.0,6.0,0.0,0.0,1.832836715038866e-05,0.012,0.026,0.047,0.148,0.4077,stm,frozenlake_4x4,9
1.0,4053.5,3960.657791290978,0.4054,7.134,0.2536425636006159,5.7509,0.3317562061129138,1.0,6.0,6.0,0.0,0.0,1.826616714242846e-05,0.02,0.023,0.0415,0.14,0.4054,stm,frozenlake_4x4,10
1.0,4068.5,3981.434580702386,0.4069,7.0572,0.25398800168115665,5.6842,0.3264657694962807,1.0,6.0,6.0,0.0,0.0,1.8361671245656907e-05,0.03,0.02,0.0425,0.144,0.4069,stm,frozenlake_4x4,11
1.0,4062.5,3973.2399348291683,0.4063,7.0884,0.25520565628092984,5.7156,0.330947004200425,1.0,6.0,6.0,0.0,0.0,1.8391340738162397e-05,0.016,0.031,0.0425,0.1458,0.4063,stm,frozenlake_4x4,12
1.0,4040.5,3949.0382494571168,0.4041,7.0228,0.24863281315524974,5.6866,0.32305978558724746,1.0,6.0,6.0,0.0,0.0,1.8255456234328447e-05,0.02,0.023,0.045,0.1416,0.4041,stm,frozenlake_4x4,13
1.0,4111.5,4018.6991271619872,0.4112,7.1081,0.2526496943639926,5.7105,0.33087599446298555,1.0,6.0,6.0,0.0,0.0,1.823001226875931e-05,0.01,0.02,0.0365,0.1446,0.4112,stm,frozenlake_4x4,14
1.0,4061.5,3970.4715857161336,0.4062,7.2349,0.25632036288661236,5.7852,0.33369449176825583,1.0,6.0,6.0,0.0,0.0,1.843675703275949e-05,0.024,0.028,0.0455,0.1428,0.4062,stm,frozenlake_4x4,15
1.0,4074.5,3980.648285752685,0.4075,7.1633,0.2537817542069912,5.7415,0.334513132867869,1.0,6.0,6.0,0.0,0.0,1.8185779452323912e-05,0.016,0.03,0.042,0.1464,0.4075,stm,frozenlake_4x4,16
1.0,4007.5,3914.0943413735267,0.4008,7.0899,0.2522862102428267,5.7099,0.3315055671846494,1.0,6.0,6.0,0.0,0.0,1.817098434548825e-05,0.016,0.018,0.034,0.1374,0.4008,stm,frozenlake_4x4,17
1.0,4101.5,4011.2968571826705,0.4102,7.2831,0.25956624681790064,5.8047,0.33898184151621535,1.0,6.0,6.0,0.0,0.0,1.8644199008122088e-05,0.014,0.02,0.04,0.1436,0.4102,stm,frozenlake_4x4,18
1.0,4101.5,4008.3156047195557,0.4102,7.1081,0.25786327527361624,5.6992,0.32629648240981624,1.0,6.0,6.0,0.0,0.0,1.821123028639704e-05,0.02,0.021,0.0375,0.1494,0.4102,stm,frozenlake_4x4,19
1.0,4029.5,3935.2931054066103,0.403,7.0292,0.2500131429254123,5.675,0.35398138454183936,1.0,6.0,6.0,0.0,0.0,1.805027760565281e-05,0.02,0.027,0.0485,0.1464,0.403,stm,frozenlake_4x4,20
1.0,4083.5,3994.8546869308484,0.4084,7.0644,0.25197476737006397,5.711,0.41024588083382696,1.0,6.0,6.0,0.0,0.0,1.874576322734356e-05,0.016,0.018,0.0445,0.1474,0.4084,stm,frozenlake_4x4,21
1.0,4066.5,3972.5317327223815,0.4067,7.1585,0.24982430908269398,5.7598,0.3520030351355672,1.0,6.0,6.0,0.0,0.0,1.9118235679343343e-05,0.02,0.022,0.042,0.1484,0.4067,stm,frozenlake_4x4,22
1.0,4022.5,3929.71,0.4023,7.0421,0.2519772524419237,5.7008,0.33861403388436884,1.0,6.0,6.0,0.0,0.0,1.8801008351147175e-05,0.014,0.024,0.0435,0.1438,0.4023,stm,frozenlake_4x4,23
1.0,4102.5,4009.9872518825696,0.4103,7.2305,0.25364032380932533,5.7999,0.34161249274620786,1.0,6.0,6.0,0.0,0.0,1.8094494589604437e-05,0.026,0.025,0.043,0.1528,0.4103,stm,frozenlake_4x4,24
1.0,4128.5,4033.43,0.4129,7.1152,0.2536147398909954,5.7248,0.3323003980331123,1.0,6.0,6.0,0.0,0.0,1.867210690397769e-05,0.01,0.018,0.043,0.1518,0.4129,stm,frozenlake_4x4,25
1.0,4107.5,4012.8169003161197,0.4108,7.1601,0.2555279536425484,5.741,0.32893008715473115,1.0,6.0,6.0,0.0,0.0,1.8532515619881452e-05,0.012,0.016,0.033,0.151,0.4108,stm,frozenlake_4x4,26
1.0,4128.5,4039.1123913088923,0.4129,7.1457,0.2527808414709534,5.7635,0.33231447567231953,1.0,6.0,6.0,0.0,0.0,1.814467296935618e-05,0.018,0.025,0.045,0.1548,0.4129,stm,frozenlake_4x4,27
1.0,4084.5,3990.1141397072292,0.4085,7.1355,0.2529078932892511,5.7515,0.33137118100421503,1.0,6.0,6.0,0.0,0.0,1.822948839981109e-05,0.026,0.034,0.0505,0.1492,0.4085,stm,frozenlake_4x4,28
1.0,4013.5,3921.411690540645,0.4014,7.0775,0.25146082214421805,5.7172,0.32900253479601815,1.0,6.0,6.0,0.0,0.0,1.8122236127965153e-05,0.014,0.022,0.0405,0.1374,0.4014,stm,frozenlake_4x4,29
1.0,3595.5,3497.4025,0.3596,19.0815,0.29250065996176633,12.9856,0.8814394053188153,1.0,14.0,14.0,0.0,0.0,4.147843888495117e-05,0.002,0.002,0.0035,0.0686,0.3596,stm,frozenlake_8x8,0
1.0,3158.5,3060.5225,0.3159,17.1493,0.28359970762598957,11.8968,0.7962926120962948,1.0,14.0,14.0,0.0,0.0,4.214817588217557e-05,0.002,0.002,0.001,0.0042,0.3159,stm,frozenlake_8x8,1
1.0,3592.5,3498.7275,0.3593,18.4932,0.2851184956136164,12.7714,0.8612700161174871,1.0,14.0,14.0,0.0,0.0,4.10366595024243e-05,0.004,0.003,0.003,0.0548,0.3593,stm,frozenlake_8x8,2
1.0,2581.0,2495.953030948121,0.2582,15.6117,0.26896519670355906,11.031,0.734655469248537,1.0,14.0,14.0,0.0,0.0,4.188833595253527e-05,0.004,0.003,0.002,0.003,0.2582,stm,frozenlake_8x8,3
0.0,18.0,18.0,0.0018,12.3203,0.25749813623612783,8.2812,0.5730695445090532,0.0,5.0,0.0,5.0,0.0,1.5482262591831385e-05,0.0,0.0,0.0015,0.002,0.0018,stm,frozenlake_8x8,4
1.0,3532.5,3439.5175,0.3533,18.9045,0.29076505065653535,12.8528,0.8725560322636738,1.0,14.0,14.0,0.0,0.0,4.1609594132751224e-05,0.002,0.003,0.003,0.061,0.3533,stm,frozenlake_8x8,5
0.0,13.0,13.0,0.0013,12.3732,0.2602438345037696,8.3123,0.5967301867785864,0.0,5.0,0.0,5.0,0.0,1.5378077863715588e-05,0.0,0.001,0.001,0.0012,0.0013,stm,frozenlake_8x8,6
1.0,2597.5,2502.375,0.2598,15.7764,0.2711354679904044,11.1034,0.7280213951598853,1.0,14.0,14.0,0.0,0.0,4.197121213655919e-05,0.002,0.002,0.001,0.003,0.2598,stm,frozenlake_8x8,7
1.0,1890.5,1797.8375,0.1891,14.3836,0.26527676851614584,10.1536,0.6678999474970624,1.0,14.0,14.0,0.0,0.0,4.1157489642500874e-05,0.002,0.002,0.002,0.0016,0.1891,stm,frozenlake_8x8,8
1.0,3133.5,3039.7150000000006,0.3134,17.1346,0.2816962029181923,11.9101,0.795010881847702,1.0,14.0,14.0,0.0,0.0,4.1607240797020497e-05,0.0,0.0,0.001,0.004,0.3134,stm,frozenlake_8x8,9
1.0,582.5,493.4925,0.0583,12.7176,0.25704262819027907,8.8247,0.5876663801609538,1.0,14.0,14.0,0.0,0.0,4.16296097682789e-05,0.0,0.001,0.0015,0.0026,0.0583,stm,frozenlake_8x8,10
1.0,3574.5,3482.8366155685953,0.3575,19.2897,0.28550589959256534,13.1469,0.8939628979424015,1.0,14.0,14.0,0.0,0.0,4.1742156026884915e-05,0.004,0.005,0.003,0.08,0.3575,stm,frozenlake_8x8,11
0.0,12.0,12.0,0.0012,12.3102,0.2598908553384814,8.2799,0.5686920983716846,0.0,5.0,0.0,5.0,0.0,1.4804170583374799e-05,0.0,0.0,0.0005,0.001,0.0012,stm,frozenlake_8x8,12
0.0,0.0,0.0,0.0,12.3421,0.25829254005834323,8.2777,0.5658058113185689,0.0,5.0,0.0,5.0,0.0,1.507601875346154e-05,0.0,0.0,0.0,0.0,0.0,stm,frozenlake_8x8,13
1.0,3599.5,3508.205,0.36,18.5585,0.2892309177625674,12.7454,0.8697872918564826,1.0,14.0,14.0,0.0,0.0,4.142815968953073e-05,0.0,0.003,0.0045,0.0624,0.36,stm,frozenlake_8x8,14
0.0,7.0,7.0,0.0007,12.2583,0.26174850154801704,8.278,0.5990565443062223,0.0,7.0,0.0,7.0,0.0,2.092367527075112e-05,0.0,0.0,0.0005,0.001,0.0007,stm,frozenlake_8x8,15
0.0,13.0,13.0,0.0013,12.263,0.25805734019810844,8.2749,0.5661726943217218,0.0,5.0,0.0,5.0,0.0,1.526226557325572e-05,0.002,0.001,0.0005,0.0016,0.0013,stm,frozenlake_8x8,16
0.0,6.0,6.0,0.0006,12.3255,0.25819167458138026,8.2965,0.5655836709192954,0.0,5.0,0.0,5.0,0.0,1.5104747959412635e-05,0.0,0.0,0.0,0.0006,0.0006,stm,frozenlake_8x8,17
1.0,3335.5,3245.4674999999997,0.3336,18.3014,0.28854163110402,12.4891,0.8414477038895711,1.0,14.0,14.0,0.0,0.0,4.13330786395818e-05,0.0,0.001,0.004,0.0518,0.3336,stm,frozenlake_8x8,18
0.0,0.0,0.0,0.0,12.2067,0.2572804177043522,8.2445,0.5698371279868297,0.0,5.0,0.0,5.0,0.0,1.540188875515014e-05,0.0,0.0,0.0,0.0,0.0,stm,frozenlake_8x8,19
1.0,3094.5,3002.7325,0.3095,17.0418,0.280276049843142,11.9102,0.7810082341893576,1.0,14.0,14.0,0.0,0.0,4.153241915628314e-05,0.0,0.002,0.002,0.004,0.3095,stm,frozenlake_8x8,20
1.0,3192.5,3103.255,0.3193,17.8361,0.28504569410109476,12.2645,0.8225500627886504,1.0,14.0,14.0,0.0,0.0,4.131495300680399e-05,0.0,0.001,0.0005,0.0342,0.3193,stm,frozenlake_8x8,21
1.0,3342.5,3244.4675,0.3343,17.7988,0.283750466914251,12.3401,0.8228301273775287,1.0,14.0,14.0,0.0,0.0,4.125901486258954e-05,0.0,0.0,0.0025,0.0282,0.3343,stm,frozenlake_8x8,22
0.0,0.0,0.0,0.0,12.2669,0.2607700447666561,8.2698,0.5635541047668085,0.0,5.0,0.0,5.0,0.0,1.5186054864898323e-05,0.0,0.0,0.0,0.0,0.0,stm,frozenlake_8x8,23
0.0,6.0,6.0,0.0006,12.1821,0.2567286765376486,8.2306,0.5630306554958224,0.0,5.0,0.0,5.0,0.0,1.5458840294741094e-05,0.0,0.0,0.0005,0.0012,0.0006,stm,frozenlake_8x8,24
1.0,3338.5,3248.445,0.3339,18.5116,0.28662208379012843,12.6927,0.8929024139069952,1.0,14.0,14.0,0.0,0.0,4.208053555339575e-05,0.002,0.004,0.0035,0.053,0.3339,stm,frozenlake_8x8,25
1.0,2724.0,2634.6310174228315,0.2724,16.1113,0.2759837595109918,11.3535,0.7603669942473061,1.0,14.0,14.0,0.0,0.0,4.193068447057158e-05,0.002,0.001,0.0025,0.0034,0.2724,stm,frozenlake_8x8,26
1.0,3238.0,3149.89,0.3238,18.8807,0.28756139412966697,12.8498,0.8776733588892967,1.0,14.0,14.0,0.0,0.0,4.327650950290263e-05,0.002,0.004,0.003,0.0658,0.3238,stm,frozenlake_8x8,27
1.0,2879.5,2786.629062694153,0.288,16.4015,0.27579984656919077,11.5608,0.7691014529555105,1.0,14.0,14.0,0.0,0.0,4.1651901556178926e-05,0.002,0.001,0.0035,0.0044,0.288,stm,frozenlake_8x8,28
1.0,3540.5,3446.2875,0.3541,18.2235,0.28524415072196446,12.608,0.8851319146342576,1.0,14.0,14.0,0.0,0.0,4.233009077142924e-05,0.0,0.0,0.004,0.048,0.3541,stm,frozenlake_8x8,29
0.0,25.0,23.77,0.0025,21.4543,0.42303456073158807,10.8195,1.0177795219351538,0.0,13.452,0.0,13.452,0.3314783914583766,4.0664545958861706e-05,0.0,0.001,0.001,0.0018,0.0025,stm,frozenlake_8x8_stochastic,0
0.004,17.0,17.0,0.0017,21.4115,0.4255816218169506,10.7788,1.0402566387783736,0.004,14.468,18.5,14.451807228915662,0.32981229363023873,4.465531837195158e-05,0.002,0.002,0.001,0.0016,0.0017,stm,frozenlake_8x8_stochastic,1
0.002,24.0,24.03786080367413,0.0024,21.1741,0.422065141213036,10.7235,0.9951105513609946,0.002,14.38,31.0,14.346693386773547,0.3396529218546576,4.4162413221783934e-05,0.006,0.004,0.0035,0.002,0.0024,stm,frozenlake_8x8_stochastic,2
0.004,29.0,29.0,0.0029,21.1955,0.42360683172807995,10.7466,1.0141132356366143,0.004,13.484,22.0,13.449799196787149,0.3258160635923882,4.094717057887465e-05,0.002,0.003,0.0025,0.0026,0.0029,stm,frozenlake_8x8_stochastic,3
0.008,14.0,14.0,0.0014,21.4313,0.42668313162635424,10.7504,0.9996154519612901,0.008,13.272,23.75,13.1875,0.30858325567003553,4.010037949774414e-05,0.002,0.002,0.001,0.0004,0.0014,stm,frozenlake_8x8_stochastic,4
0.006,20.0,20.0,0.002,21.38,0.4251401050707661,10.7544,1.0229629478417337,0.006,12.852,26.666666666666668,12.768611670020121,0.31407439389295805,3.8968993350863456e-05,0.0,0.0,0.0015,0.0016,0.002,stm,frozenlake_8x8_stochastic,5
0.004,32.0,31.4075,0.0032,21.3147,0.4241934752533438,10.775,1.0216769779799506,0.004,15.264,21.5,15.238955823293173,0.34685414265720194,4.671943967696279e-05,0.0,0.001,0.002,0.0024,0.0032,stm,frozenlake_8x8_stochastic,6
0.008,22.0,21.4725,0.0022,21.3386,0.4235220573220021,10.7845,1.0638195457286201,0.008,15.104,27.75,15.002016129032258,0.3297601819249902,4.550541704520583e-05,0.0,0.001,0.0015,0.0018,0.0022,stm,frozenlake_8x8_stochastic,7
0.002,21.0,20.7625,0.0021,21.2023,0.42350363952116915,10.7411,0.9915334490942769,0.002,13.106,32.0,13.06813627254509,0.3170908129408494,3.952552331611514e-05,0.0,0.001,0.0005,0.0014,0.0021,stm,frozenlake_8x8_stochastic,8
0.0,18.0,18.710978425480686,0.0018,21.2914,0.42327103906549307,10.7559,1.0021050664945506,0.0,14.782,0.0,14.782,0.36949762612663656,4.505966033320874e-05,0.002,0.003,0.003,0.0022,0.0018,stm,frozenlake_8x8_stochastic,9
0.004,23.0,23.0,0.0023,21.1477,0.42292100839291763,10.6623,0.9910217721480876,0.004,13.808,27.0,13.755020080321286,0.325833918638375,4.238318116404116e-05,0.002,0.002,0.0015,0.0018,0.0023,stm,frozenlake_8x8_stochastic,10
0.002,30.0,29.048522164415246,0.003,21.4032,0.42164869946984274,10.794,1.0087960961973295,0.002,12.91,18.0,12.899799599198397,0.3113860916911176,3.9027976687066256e-05,0.002,0.001,0.003,0.0022,0.003,stm,frozenlake_8x8_stochastic,11
0.014,24.0,22.4025,0.0024,21.2746,0.42327585956756003,10.7304,1.1484115019557066,0.014,13.622,27.428571428571427,13.425963488843813,0.3233655274061983,4.295017407275736e-05,0.0,0.0,0.002,0.0022,0.0024,stm,frozenlake_8x8_stochastic,12
0.002,25.0,25.0,0.0025,21.5104,0.42387100023595703,10.8041,1.0149469611351378,0.002,14.722,20.0,14.711422845691382,0.3354064436582081,4.533452389296144e-05,0.0,0.0,0.001,0.001,0.0025,stm,frozenlake_8x8_stochastic,13
0.002,25.0,26.155422869925133,0.0025,21.3925,0.4252124594879917,10.7716,1.0075981739792041,0.002,14.106,18.0,14.098196392785571,0.33095894178033425,4.361696483101696e-05,0.006,0.003,0.0025,0.0028,0.0025,stm,frozenlake_8x8_stochastic,14
0.008,44.0,42.671733773057326,0.0044,21.4959,0.4263928363978779,10.8209,1.038190380728338,0.008,13.44,35.75,13.26008064516129,0.3112575810003193,4.0556357242167e-05,0.002,0.003,0.003,0.0032,0.0044,stm,frozenlake_8x8_stochastic,15
0.006,15.0,15.0,0.0015,21.1781,0.4252604524894132,10.6888,0.9861184105975553,0.006,14.506,29.0,14.41851106639839,0.329152604075592,4.358764889184386e-05,0.002,0.002,0.001,0.0014,0.0015,stm,frozenlake_8x8_stochastic,16
0.002,23.0,22.11,0.0023,21.3543,0.42399541061868257,10.7902,1.0009886596817523,0.002,13.98,25.0,13.957915831663327,0.33822696584068257,4.24457648769021e-05,0.0,0.001,0.001,0.002,0.0023,stm,frozenlake_8x8_stochastic,17
0.012,25.0,24.70397123161548,0.0025,21.6495,0.42631744033516644,10.8253,1.012982009735424,0.012,13.85,21.5,13.757085020242915,0.3167625143934472,4.230765311513096e-05,0.004,0.004,0.0025,0.002,0.0025,stm,frozenlake_8x8_stochastic,18
0.006,26.0,25.6075,0.0026,21.3159,0.42396466945096845,10.7557,0.9974922309047543,0.006,13.918,28.666666666666668,13.82897384305835,0.3201364430346683,4.2424231534823777e-05,0.002,0.002,0.002,0.002,0.0026,stm,frozenlake_8x8_stochastic,19
0.006,25.0,24.725460906136604,0.0025,21.145,0.4226105975397267,10.6909,0.9911856894614175,0.006,15.844,28.333333333333332,15.768611670020121,0.3569399616556177,4.8273181892000136e-05,0.002,0.002,0.0015,0.0012,0.0025,stm,frozenlake_8x8_stochastic,20
0.006,12.0,12.0,0.0012,21.2208,0.42468821287745706,10.7037,0.9875653898343444,0.006,13.364,23.0,13.305835010060362,0.31996603534550355,4.015183250885457e-05,0.002,0.001,0.001,0.0006,0.0012,stm,frozenlake_8x8_stochastic,21
0.002,21.0,21.10916266076805,0.0021,21.2361,0.4224142298257562,10.7341,0.9972824411233887,0.002,13.182,40.0,13.128256513026052,0.3157555888410241,4.068249254487455e-05,0.002,0.001,0.0015,0.002,0.0021,stm,frozenlake_8x8_stochastic,22
0.0,24.0,23.427500000000002,0.0024,21.4269,0.4252107439124562,10.7657,1.009631747205276,0.0,14.106,0.0,14.106,0.3313651686977387,4.322754836175591e-05,0.0,0.0,0.0015,0.002,0.0024,stm,frozenlake_8x8_stochastic,23
0.002,21.0,20.766148895552853,0.0021,21.1506,0.4201999338909899,10.7259,1.025023494148627,0.002,13.048,23.0,13.02805611222445,0.3192686143815627,3.936633456032723e-05,0.004,0.002,0.001,0.0012,0.0021,stm,frozenlake_8x8_stochastic,24
0.002,26.0,26.0,0.0026,21.3586,0.4261142854212372,10.7446,1.0060050909523852,0.002,15.04,31.0,15.008016032064129,0.36500413738076554,4.550343565642834e-05,0.0,0.003,0.0045,0.0024,0.0026,stm,frozenlake_8x8_stochastic,25
0.004,41.0,40.03071800508067,0.0041,21.4558,0.42497378717105055,10.7859,1.0094765190733597,0.004,13.226,22.0,13.190763052208835,0.32926948810163287,3.972258442081511e-05,0.002,0.001,0.0025,0.0026,0.0041,stm,frozenlake_8x8_stochastic,26
0.006,26.0,28.509276167983536,0.0026,21.388,0.4246515264876447,10.7592,1.0135630323784426,0.006,14.004,28.333333333333332,13.917505030181086,0.3323470634139218,4.245023988187313e-05,0.004,0.004,0.003,0.0032,0.0026,stm,frozenlake_8x8_stochastic,27
0.002,24.0,23.862499999999997,0.0024,21.1934,0.42354318334804464,10.7368,0.9980240684817545,0.002,13.85,28.0,13.821643286573146,0.33620731687665584,4.212956666015089e-05,0.002,0.002,0.003,0.0032,0.0024,stm,frozenlake_8x8_stochastic,28
0.006,25.0,24.8175,0.0025,21.3542,0.4242808244227601,10.7646,0.9985990271670744,0.006,13.038,21.0,12.989939637826962,0.3160110132551596,4.022752423770726e-05,0.002,0.003,0.002,0.0024,0.0025,stm,frozenlake_8x8_stochastic,29
0.0,0.0,0.0,0.0,3.917,0.21013065756746754,3.5461,0.17911027604714036,0.0,2.0,0.0,2.0,0.0,6.318738451227546e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,0
0.0,0.0,0.0,0.0,3.9199,0.21386104990598778,3.5414,0.17716294369893149,0.0,2.0,0.0,2.0,0.0,6.427159416489303e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,1
0.0,0.0,0.0,0.0,3.9723,0.22167471206458472,3.532,0.1812730189994909,0.0,2.0,0.0,2.0,0.0,6.348131340928376e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,2
0.0,0.0,0.0,0.0,3.9675,0.2172586682710686,3.5451,0.1812002114020288,0.0,2.0,0.0,2.0,0.0,6.46389031317085e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,3
0.0,0.0,0.0,0.0,3.9895,0.21527555041912375,3.556,0.18336058227578178,0.0,2.0,0.0,2.0,0.0,6.370189599692822e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,4
0.0,0.0,0.0,0.0,3.9821,0.2149261230782262,3.5524,0.18093293835408986,0.0,2.0,0.0,2.0,0.0,6.373785436153412e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,5
0.0,0.0,0.0,0.0,3.9982,0.21763126991370468,3.5649,0.18260390753857791,0.0,2.0,0.0,2.0,0.0,6.596511811949313e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,6
0.0,0.0,0.0,0.0,3.9618,0.2147407688440454,3.5448,0.1798124405904673,0.0,2.0,0.0,2.0,0.0,6.489570951089263e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,7
0.0,0.0,0.0,0.0,3.9417,0.2149307366439551,3.5426,0.18078648252412677,0.0,2.0,0.0,2.0,0.0,6.445769220590591e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,8
0.0,0.0,0.0,0.0,3.9921,0.21693349360694084,3.5556,0.1845634009805508,0.0,2.0,0.0,2.0,0.0,6.4104162156581875e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,9
0.0,0.0,0.0,0.0,3.9471,0.21333276933009956,3.5478,0.1954748168354854,0.0,2.0,0.0,2.0,0.0,6.318342522718012e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,10
0.0,0.0,0.0,0.0,3.9307,0.21367466287258743,3.5368,0.1798295226180926,0.0,2.0,0.0,2.0,0.0,6.31701061502099e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,11
0.0,0.0,0.0,0.0,3.9688,0.21952817488876977,3.536,0.20508879236876965,0.0,2.0,0.0,2.0,0.0,6.312933634035289e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,12
0.0,0.0,0.0,0.0,3.9594,0.21381579326621195,3.5433,0.1817459805170074,0.0,2.0,0.0,2.0,0.0,6.417001248337328e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,13
0.0,0.0,0.0,0.0,3.9714,0.2160960813617241,3.5642,0.18220053683035076,0.0,2.0,0.0,2.0,0.0,6.341411732137203e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,14
0.0,0.0,0.0,0.0,3.9746,0.21723625033129842,3.5497,0.18238439597189426,0.0,2.0,0.0,2.0,0.0,6.452000001445413e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,15
0.0,0.0,0.0,0.0,3.9946,0.2195835728802165,3.5451,0.1832776896771975,0.0,2.0,0.0,2.0,0.0,6.290258257649839e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,16
0.0,0.0,0.0,0.0,3.9705,0.21694429973314913,3.5405,0.18126082589151338,0.0,2.0,0.0,2.0,0.0,6.41017802990973e-06,0.0,0.0,0.0,0.0,0.0,stm,custom_loop,17
